100.000000	874.000000
200.000000	1009.000000
300.000000	1118.000000
400.000000	1125.000000
500.000000	1147.000000
600.000000	1151.000000
700.000000	1118.000000
800.000000	1000.000000
900.000000	1186.000000
1000.000000	1210.000000
1100.000000	1202.000000
1200.000000	1209.000000
1300.000000	1229.000000
1400.000000	1009.000000
1500.000000	1210.000000
1600.000000	1250.000000
1700.000000	1142.000000
1800.000000	1238.000000
1900.000000	1242.000000
2000.000000	1224.000000
2100.000000	1254.000000
2200.000000	1244.000000
2300.000000	1242.000000
2400.000000	1141.000000
2500.000000	1248.000000
2600.000000	1245.000000
2700.000000	1232.000000
2800.000000	1057.000000
2900.000000	1262.000000
2957.000000	1151.000000
3057.000000	1227.000000
3157.000000	1242.000000
3257.000000	1244.000000
3357.000000	1058.000000
3457.000000	1248.000000
3557.000000	1229.000000
3657.000000	819.000000
3757.000000	1249.000000
3857.000000	1253.000000
3957.000000	1262.000000
4057.000000	1255.000000
4141.000000	1243.000000
4241.000000	1249.000000
4341.000000	1173.000000
4441.000000	1242.000000
4541.000000	1252.000000
4641.000000	1248.000000
4741.000000	1255.000000
4841.000000	1263.000000
4941.000000	1018.000000
5041.000000	972.000000
5141.000000	1265.000000
5241.000000	1257.000000
5341.000000	1235.000000
5441.000000	1260.000000
5541.000000	1217.000000
5620.000000	1258.000000
5720.000000	1026.000000
5820.000000	1249.000000
5920.000000	1256.000000
6020.000000	1259.000000
6120.000000	1259.000000
6220.000000	1262.000000
6233.000000	882.000000
6333.000000	967.000000
6433.000000	1257.000000
6533.000000	1251.000000
6633.000000	1248.000000
6733.000000	1132.000000
6833.000000	1262.000000
6846.000000	1247.000000
6946.000000	919.000000
7046.000000	1198.000000
7100.000000	1247.000000
7200.000000	1241.000000
7300.000000	1259.000000
7400.000000	1258.000000
7500.000000	971.000000
7600.000000	1263.000000
7700.000000	1260.000000
7800.000000	1266.000000
7900.000000	1200.000000
8000.000000	1267.000000
8100.000000	1261.000000
8200.000000	1263.000000
8283.000000	1263.000000
8383.000000	1186.000000
8483.000000	877.000000
8583.000000	1240.000000
8683.000000	1262.000000
8774.000000	1261.000000
8874.000000	1122.000000
8974.000000	1019.000000
9074.000000	1234.000000
9174.000000	1236.000000
9274.000000	1260.000000
9374.000000	1262.000000
9386.000000	1259.000000
9486.000000	1252.000000
9586.000000	1253.000000
9640.000000	1115.000000
9740.000000	1255.000000
9840.000000	873.000000
9894.000000	1207.000000
9994.000000	1260.000000
